date,home_team,away_team,market,selection,odds,raw_implied_probability,market_overround,normalized_market_probability,logistic_probability,random_forest_probability,gradient_boosting_probability,logistic_probability_difference,random_forest_probability_difference,gradient_boosting_probability_difference,logistic_theoretical_ev,random_forest_theoretical_ev,gradient_boosting_theoretical_ev,model_agreement,market_most_likely_selection,data_quality_status,calibration_status
2026-09-25,Man United,Arsenal,1X2,A,2.85,0.3508771929824561,1.0368182360663563,0.33841726618705037,0.4103960480947119,0.271673950497992,0.25967376872665676,0.07197878190766155,-0.06674331568905839,-0.07874349746039361,0.16962873706992898,-0.2257292410807228,-0.25992975912902816,DISAGREEMENT,H,VALID_WITH_WARNINGS,Logistic Regression: OOS confidence bucket 0.4-0.5; observed accuracy 0.3828 from 209 matches; Random Forest: OOS confidence bucket 0.3-0.4; observed accuracy 0.4622 from 119 matches; Gradient Boosting: OOS confidence bucket 0.4-0.5; observed accuracy 0.4433 from 194 matches
2026-09-25,Man United,Arsenal,1X2,D,3.6,0.2777777777777778,1.0368182360663563,0.2679136690647482,0.24429995113747424,0.33790122472967327,0.43220209700583373,-0.023613717927273986,0.06998755566492504,0.1642884279410855,-0.12052017590509267,0.21644440902682383,0.5559275492210014,DISAGREEMENT,H,VALID_WITH_WARNINGS,Logistic Regression: OOS confidence bucket 0.4-0.5; observed accuracy 0.3828 from 209 matches; Random Forest: OOS confidence bucket 0.3-0.4; observed accuracy 0.4622 from 119 matches; Gradient Boosting: OOS confidence bucket 0.4-0.5; observed accuracy 0.4433 from 194 matches
2026-09-25,Man United,Arsenal,1X2,H,2.45,0.4081632653061224,1.0368182360663563,0.39366906474820146,0.3453040007678139,0.3904248247723347,0.30812413426750956,-0.048365063980387535,-0.0032442399758667584,-0.0855449304806919,-0.15400519811885582,-0.04345917930777987,-0.2450958710446015,DISAGREEMENT,H,VALID_WITH_WARNINGS,Logistic Regression: OOS confidence bucket 0.4-0.5; observed accuracy 0.3828 from 209 matches; Random Forest: OOS confidence bucket 0.3-0.4; observed accuracy 0.4622 from 119 matches; Gradient Boosting: OOS confidence bucket 0.4-0.5; observed accuracy 0.4433 from 194 matches
