match_id,season,match_date,date,home_team,away_team,full_time_result,full_time_home_goals,full_time_away_goals,home_odds,draw_odds,away_odds,away_league_position_before_match,away_odds,away_team_away_goal_difference,away_team_away_goals_conceded,away_team_away_goals_scored,away_team_away_matches_played,away_team_away_points_per_match,away_team_overall_draws,away_team_overall_goal_difference,away_team_overall_goals_conceded,away_team_overall_goals_scored,away_team_overall_losses,away_team_overall_matches_played,away_team_overall_points_per_match,away_team_overall_wins,away_team_rolling10_corners,away_team_rolling10_goal_difference,away_team_rolling10_goals_conceded,away_team_rolling10_goals_scored,away_team_rolling10_matches_available,away_team_rolling10_points,away_team_rolling10_shots,away_team_rolling10_shots_on_target,away_team_rolling10_yellow_cards,away_team_rolling5_corners,away_team_rolling5_goal_difference,away_team_rolling5_goals_conceded,away_team_rolling5_goals_scored,away_team_rolling5_matches_available,away_team_rolling5_points,away_team_rolling5_shots,away_team_rolling5_shots_on_target,away_team_rolling5_yellow_cards,bookmaker_implied_away,bookmaker_implied_draw,bookmaker_implied_home,bookmaker_overround,bookmaker_prob_away,bookmaker_prob_draw,bookmaker_prob_home,draw_odds,h2h_away_win_rate,h2h_draw_rate,h2h_home_perspective_goal_difference,h2h_home_win_rate,h2h_matches_played,home_league_position_before_match,home_odds,home_team_home_goal_difference,home_team_home_goals_conceded,home_team_home_goals_scored,home_team_home_matches_played,home_team_home_points_per_match,home_team_overall_draws,home_team_overall_goal_difference,home_team_overall_goals_conceded,home_team_overall_goals_scored,home_team_overall_losses,home_team_overall_matches_played,home_team_overall_points_per_match,home_team_overall_wins,home_team_rolling10_corners,home_team_rolling10_goal_difference,home_team_rolling10_goals_conceded,home_team_rolling10_goals_scored,home_team_rolling10_matches_available,home_team_rolling10_points,home_team_rolling10_shots,home_team_rolling10_shots_on_target,home_team_rolling10_yellow_cards,home_team_rolling5_corners,home_team_rolling5_goal_difference,home_team_rolling5_goals_conceded,home_team_rolling5_goals_scored,home_team_rolling5_matches_available,home_team_rolling5_points,home_team_rolling5_shots,home_team_rolling5_shots_on_target,home_team_rolling5_yellow_cards,league_position_difference_before_match
2014/15|2015-02-08|Burnley|West Brom,2014/15,2015-02-08,08/02/15,Burnley,West Brom,D,2.0,2.0,2.6,3.25,3.0,15.0,3.0,-0.5441176470588235,1.5735294117647058,1.0294117647058822,68.0,1.0147058823529411,37.0,-39.0,200.0,161.0,61.0,137.0,1.1240875912408759,39.0,5.0,-0.7,1.4,0.7,10.0,0.9,13.2,3.9,1.4,3.2,-0.8,1.2,0.4,5.0,1.0,11.2,2.8,1.4,0.3333333333333333,0.3076923076923077,0.3846153846153846,1.0256410256410255,0.325,0.30000000000000004,0.375,3.25,,,-4.0,,1.0,18.0,2.6,-0.4166666666666667,1.3333333333333333,0.9166666666666666,12.0,1.0833333333333333,8.0,-17.0,38.0,21.0,11.0,23.0,0.8695652173913043,4.0,5.5,-0.5,1.7,1.2,10.0,0.9,12.4,3.4,1.3,5.2,-0.4,2.2,1.8,5.0,1.0,13.0,4.4,1.8,-3.0
2014/15|2015-02-08|Newcastle|Stoke,2014/15,2015-02-08,08/02/15,Newcastle,Stoke,D,1.0,1.0,2.3,3.4,3.4,10.0,3.4,-0.7681159420289855,1.536231884057971,0.7681159420289855,69.0,0.855072463768116,43.0,-37.0,178.0,141.0,52.0,137.0,1.2335766423357664,42.0,4.7,0.1,1.2,1.3,10.0,1.7,10.9,2.8,1.8,5.0,0.4,1.0,1.4,5.0,2.0,11.8,2.6,1.0,0.29411764705882354,0.29411764705882354,0.4347826086956522,1.0230179028132993,0.2875,0.2875,0.425,3.4,0.0,0.0,1.0,1.0,7.0,11.0,2.3,0.014705882352941176,1.3529411764705883,1.3676470588235294,68.0,1.6323529411764706,26.0,-40.0,213.0,173.0,58.0,137.0,1.3503649635036497,53.0,5.3,-0.4,1.9,1.5,10.0,1.1,11.5,4.5,2.0,5.8,0.2,1.8,2.0,5.0,1.4,12.4,4.6,1.6,-1.0
2014/15|2015-02-08|West Ham|Man United,2014/15,2015-02-08,08/02/15,West Ham,Man United,D,1.0,1.0,4.2,3.6,1.95,4.0,1.95,0.7941176470588235,1.0735294117647058,1.8676470588235294,68.0,1.9411764705882353,24.0,137.0,141.0,278.0,26.0,137.0,2.0802919708029197,87.0,4.1,1.0,0.7,1.7,10.0,2.1,9.8,4.3,1.7,4.6,0.6,0.6,1.2,5.0,1.6,9.8,3.8,1.6,0.5128205128205129,0.2777777777777778,0.23809523809523808,1.0286935286935286,0.49851632047477756,0.2700296735905045,0.2314540059347181,3.6,0.5,0.5,-1.2,0.0,5.0,8.0,4.2,0.4,1.16,1.56,50.0,1.6,23.0,-11.0,131.0,120.0,43.0,99.0,1.2323232323232323,33.0,5.6,0.3,1.1,1.4,10.0,1.5,11.8,4.3,1.3,4.6,0.0,1.2,1.2,5.0,1.0,11.4,4.0,1.4,-4.0
2014/15|2015-02-10|Arsenal|Leicester,2014/15,2015-02-10,10/02/15,Arsenal,Leicester,H,2.0,1.0,1.29,6.0,12.0,20.0,12.0,-1.0833333333333333,1.75,0.6666666666666666,12.0,0.5833333333333334,5.0,-17.0,38.0,21.0,15.0,24.0,0.7083333333333334,4.0,5.7,-0.7,1.4,0.7,10.0,0.7,11.0,3.2,1.8,5.6,-0.6,1.4,0.8,5.0,0.8,11.4,3.0,1.8,0.08333333333333333,0.16666666666666666,0.7751937984496123,1.0251937984496122,0.08128544423440455,0.1625708884688091,0.7561436672967865,6.0,,,0.0,,1.0,6.0,1.29,1.2794117647058822,0.8970588235294118,2.176470588235294,68.0,2.1470588235294117,30.0,105.0,154.0,259.0,30.0,138.0,1.9130434782608696,78.0,6.7,1.1,1.2,2.3,10.0,1.9,12.9,5.1,2.0,5.8,1.4,0.8,2.2,5.0,1.8,10.8,5.2,1.8,14.0
2014/15|2015-02-10|Hull|Aston Villa,2014/15,2015-02-10,10/02/15,Hull,Aston Villa,H,2.0,0.0,2.38,3.1,3.5,16.0,3.5,-0.8115942028985508,1.710144927536232,0.8985507246376812,69.0,0.9855072463768116,43.0,-80.0,215.0,135.0,63.0,138.0,1.0072463768115942,32.0,4.8,-1.0,1.4,0.4,10.0,0.6,11.6,3.0,2.0,6.8,-1.8,2.0,0.2,5.0,0.2,11.6,2.2,1.6,0.2857142857142857,0.3225806451612903,0.42016806722689076,1.0284629981024667,0.2778070637849236,0.31365313653136534,0.4085397996837112,3.1,0.0,1.0,-1.0,0.0,3.0,18.0,2.38,-0.2,1.2,1.0,30.0,1.1333333333333333,15.0,-28.0,87.0,59.0,33.0,62.0,0.9193548387096774,14.0,3.9,-0.7,1.3,0.6,10.0,0.8,11.7,3.6,2.1,3.4,-1.0,1.6,0.6,5.0,0.8,11.0,4.2,2.6,-2.0
2014/15|2015-02-10|Liverpool|Tottenham,2014/15,2015-02-10,10/02/15,Liverpool,Tottenham,H,3.0,2.0,1.91,3.8,4.2,6.0,4.2,0.14705882352941177,1.411764705882353,1.5588235294117647,68.0,1.6764705882352942,28.0,55.0,169.0,224.0,35.0,138.0,1.8333333333333333,75.0,5.4,0.9,1.0,1.9,10.0,2.3,14.6,5.3,2.1,6.0,1.2,1.4,2.6,5.0,2.4,16.4,6.6,2.2,0.23809523809523808,0.2631578947368421,0.5235602094240838,1.024813342256164,0.23233034571062736,0.2567861715749039,0.5108834827144686,3.8,0.0,0.3333333333333333,1.1428571428571428,0.6666666666666666,7.0,7.0,1.91,0.9565217391304348,0.8840579710144928,1.8405797101449275,69.0,1.8695652173913044,35.0,92.0,160.0,252.0,36.0,138.0,1.710144927536232,67.0,5.6,0.6,0.8,1.4,10.0,1.9,18.1,6.3,1.5,5.2,1.0,0.4,1.4,5.0,2.2,17.8,5.6,1.8,-1.0
2014/15|2015-02-10|Sunderland|QPR,2014/15,2015-02-10,10/02/15,Sunderland,QPR,A,0.0,2.0,1.91,3.6,4.5,19.0,4.5,-1.183673469387755,2.0408163265306123,0.8571428571428571,49.0,0.4489795918367347,24.0,-72.0,169.0,97.0,57.0,100.0,0.81,19.0,4.8,-0.6,1.6,1.0,10.0,0.8,15.7,4.6,2.2,4.2,-1.2,1.8,0.6,5.0,0.2,17.0,4.8,2.6,0.2222222222222222,0.2777777777777778,0.5235602094240838,1.0235602094240837,0.21710713270815574,0.2713839158851947,0.5115089514066496,3.6,0.0,0.5,0.0,0.5,5.0,14.0,1.91,0.0,1.144927536231884,1.144927536231884,69.0,1.173913043478261,44.0,-45.0,194.0,149.0,60.0,138.0,1.0579710144927537,34.0,5.1,-0.2,1.1,0.9,10.0,1.0,9.2,2.7,3.0,4.6,-0.2,1.4,1.2,5.0,0.8,5.8,2.6,2.6,5.0
2014/15|2015-02-11|Chelsea|Everton,2014/15,2015-02-11,11/02/15,Chelsea,Everton,H,1.0,0.0,1.33,5.5,11.0,12.0,11.0,-0.07246376811594203,1.2463768115942029,1.173913043478261,69.0,1.2463768115942029,44.0,44.0,153.0,197.0,36.0,138.0,1.5797101449275361,58.0,5.0,-0.5,1.2,0.7,10.0,0.9,11.7,3.2,2.3,4.8,-0.2,0.6,0.4,5.0,1.2,11.4,2.8,2.8,0.09090909090909091,0.18181818181818182,0.7518796992481203,1.024606971975393,0.08872581721147432,0.17745163442294865,0.733822548365577,5.5,0.0,0.0,0.7142857142857143,1.0,7.0,1.0,1.33,1.3970588235294117,0.8088235294117647,2.2058823529411766,68.0,2.338235294117647,31.0,132.0,133.0,265.0,25.0,138.0,2.0072463768115942,82.0,5.4,1.1,1.0,2.1,10.0,2.0,15.2,5.7,1.3,4.0,1.2,1.4,2.6,5.0,2.0,12.8,6.0,1.0,11.0
2014/15|2015-02-11|Crystal Palace|Newcastle,2014/15,2015-02-11,11/02/15,Crystal Palace,Newcastle,D,1.0,1.0,2.38,3.3,3.3,11.0,3.3,-0.5942028985507246,1.7536231884057971,1.1594202898550725,69.0,1.0724637681159421,27.0,-40.0,214.0,174.0,58.0,138.0,1.3478260869565217,53.0,5.3,-0.4,1.9,1.5,10.0,1.1,11.3,4.4,2.0,5.2,0.0,1.6,1.6,5.0,1.0,11.6,4.0,1.6,0.30303030303030304,0.30303030303030304,0.42016806722689076,1.0262286732874968,0.29528535980148884,0.29528535980148884,0.40942928039702237,3.3,1.0,0.0,-1.3333333333333333,0.0,3.0,13.0,2.38,-0.3,1.3,1.0,30.0,1.2666666666666666,14.0,-23.0,82.0,59.0,29.0,62.0,1.1451612903225807,19.0,6.4,-0.3,1.1,0.8,10.0,1.3,11.8,3.1,1.5,5.0,0.4,0.8,1.2,5.0,2.0,13.0,3.2,2.0,-2.0
2014/15|2015-02-11|Man United|Burnley,2014/15,2015-02-11,11/02/15,Man United,Burnley,H,3.0,1.0,1.29,6.0,12.0,19.0,12.0,-1.0909090909090908,2.0,0.9090909090909091,11.0,0.6363636363636364,9.0,-17.0,40.0,23.0,11.0,24.0,0.875,4.0,5.8,-0.5,1.8,1.3,10.0,0.9,12.4,3.7,1.1,5.6,-0.4,2.2,1.8,5.0,1.0,13.0,4.8,1.6,0.08333333333333333,0.16666666666666666,0.7751937984496123,1.0251937984496122,0.08128544423440455,0.1625708884688091,0.7561436672967865,6.0,,,0.0,,1.0,5.0,1.29,1.2028985507246377,0.9855072463768116,2.1884057971014492,69.0,2.217391304347826,25.0,137.0,142.0,279.0,26.0,138.0,2.072463768115942,87.0,4.8,0.9,0.7,1.6,10.0,1.9,10.6,4.6,1.7,5.2,0.6,0.8,1.4,5.0,1.6,11.6,4.0,1.2,14.0
2014/15|2015-02-11|Southampton|West Ham,2014/15,2015-02-11,11/02/15,Southampton,West Ham,D,0.0,0.0,1.73,3.9,5.25,8.0,5.25,-0.6326530612244898,1.489795918367347,0.8571428571428571,49.0,0.8571428571428571,24.0,-11.0,132.0,121.0,43.0,100.0,1.23,33.0,6.2,0.2,1.1,1.3,10.0,1.3,12.0,4.3,1.4,5.0,0.2,1.0,1.2,5.0,1.2,11.2,4.4,1.2,0.19047619047619047,0.25641025641025644,0.5780346820809249,1.0249211289673719,0.1858447299921497,0.2501755980663554,0.5639796719414948,3.9,0.0,1.0,-0.6,0.0,5.0,4.0,1.73,0.54,1.1,1.64,50.0,1.56,28.0,18.0,123.0,141.0,34.0,100.0,1.42,38.0,4.2,0.7,0.7,1.4,10.0,1.9,12.1,3.9,1.8,4.0,0.8,0.4,1.2,5.0,2.4,11.6,4.2,2.0,4.0
2014/15|2015-02-11|Stoke|Man City,2014/15,2015-02-11,11/02/15,Stoke,Man City,A,1.0,4.0,5.75,3.8,1.7,2.0,1.7,0.8115942028985508,1.0434782608695652,1.855072463768116,69.0,1.826086956521739,26.0,184.0,124.0,308.0,20.0,138.0,2.1884057971014492,92.0,8.9,0.6,1.0,1.6,10.0,1.9,15.9,4.9,2.3,10.4,-0.2,1.4,1.2,5.0,1.2,18.0,5.6,2.2,0.5882352941176471,0.2631578947368421,0.17391304347826086,1.02530623233275,0.5737166863594592,0.2566627281081791,0.16962058553236184,3.8,0.0,1.0,-0.8571428571428571,0.0,7.0,10.0,5.75,0.23529411764705882,1.0588235294117647,1.2941176470588236,68.0,1.6176470588235294,44.0,-37.0,179.0,142.0,52.0,138.0,1.2318840579710144,42.0,5.3,0.2,1.1,1.3,10.0,1.8,11.1,2.7,1.8,5.6,0.0,1.2,1.2,5.0,1.6,10.6,2.6,1.8,-8.0
2014/15|2015-02-11|West Brom|Swansea,2014/15,2015-02-11,11/02/15,West Brom,Swansea,H,2.0,0.0,2.55,3.25,3.1,9.0,3.1,-0.5147058823529411,1.5147058823529411,1.0,68.0,0.9852941176470589,40.0,-14.0,187.0,173.0,55.0,138.0,1.2246376811594204,43.0,4.4,-0.8,1.7,0.9,10.0,1.2,13.4,3.1,1.1,4.2,-0.8,1.6,0.8,5.0,1.2,15.4,3.4,0.8,0.3225806451612903,0.3076923076923077,0.3921568627450981,1.0224298155986962,0.31550394974778717,0.300942228990197,0.3835538212620158,3.25,0.6666666666666666,0.0,-1.2857142857142858,0.3333333333333333,7.0,16.0,2.55,-0.028985507246376812,1.3478260869565217,1.318840579710145,69.0,1.2318840579710144,38.0,-39.0,202.0,163.0,61.0,138.0,1.1231884057971016,39.0,4.9,-0.6,1.4,0.8,10.0,1.0,12.1,3.9,1.6,3.8,-0.4,1.2,0.8,5.0,1.2,10.6,3.0,1.8,-7.0
2014/15|2015-02-21|Aston Villa|Stoke,2014/15,2015-02-21,21/02/15,Aston Villa,Stoke,A,1.0,2.0,2.7,3.2,2.9,10.0,2.9,-0.7571428571428571,1.5285714285714285,0.7714285714285715,70.0,0.8571428571428571,44.0,-40.0,183.0,143.0,53.0,139.0,1.223021582733813,42.0,5.3,-0.2,1.3,1.1,10.0,1.5,11.5,2.8,1.6,4.0,-0.6,1.8,1.2,5.0,1.4,11.8,3.2,2.0,0.3448275862068966,0.3125,0.37037037037037035,1.027697956577267,0.33553398058252426,0.3040776699029126,0.36038834951456306,3.2,0.3333333333333333,0.6666666666666666,-0.14285714285714285,0.0,7.0,18.0,2.7,-0.34782608695652173,1.4057971014492754,1.0579710144927537,69.0,1.0289855072463767,43.0,-82.0,217.0,135.0,64.0,139.0,1.0,32.0,5.0,-1.3,1.5,0.2,10.0,0.3,11.1,2.7,1.8,7.2,-2.2,2.4,0.2,5.0,0.0,11.0,2.4,1.8,-8.0
2014/15|2015-02-21|Chelsea|Burnley,2014/15,2015-02-21,21/02/15,Chelsea,Burnley,D,1.0,1.0,1.2,7.5,17.0,19.0,17.0,-1.1666666666666667,2.0833333333333335,0.9166666666666666,12.0,0.5833333333333334,9.0,-19.0,43.0,24.0,12.0,25.0,0.84,4.0,5.5,-0.5,1.9,1.4,10.0,0.9,12.2,3.7,1.3,6.2,-0.8,2.2,1.4,5.0,0.8,12.6,4.6,1.4,0.058823529411764705,0.13333333333333333,0.8333333333333334,1.0254901960784313,0.05736137667304016,0.13001912045889102,0.8126195028680689,7.5,,,2.0,,1.0,1.0,1.2,1.391304347826087,0.7971014492753623,2.1884057971014492,69.0,2.347826086956522,31.0,133.0,133.0,266.0,25.0,139.0,2.014388489208633,83.0,5.4,1.3,0.8,2.1,10.0,2.3,14.7,5.6,1.3,5.4,1.8,0.4,2.2,5.0,2.6,13.2,6.0,1.4,18.0
2014/15|2015-02-21|Crystal Palace|Arsenal,2014/15,2015-02-21,21/02/15,Crystal Palace,Arsenal,A,1.0,2.0,4.75,3.75,1.83,5.0,1.83,0.2571428571428571,1.3285714285714285,1.5857142857142856,70.0,1.6857142857142857,30.0,106.0,155.0,261.0,30.0,139.0,1.920863309352518,79.0,6.4,1.3,1.0,2.3,10.0,2.2,13.1,5.2,2.0,5.6,2.0,0.6,2.6,5.0,2.4,12.0,5.4,2.0,0.5464480874316939,0.26666666666666666,0.21052631578947367,1.0236410698878342,0.5338278264778602,0.2605079793211958,0.20566419420094403,3.75,1.0,0.0,-1.6666666666666667,0.0,3.0,13.0,4.75,-0.2903225806451613,1.2903225806451613,1.0,31.0,1.2580645161290323,15.0,-23.0,83.0,60.0,29.0,63.0,1.1428571428571428,19.0,5.7,-0.3,1.2,0.9,10.0,1.3,10.9,3.0,1.6,5.6,0.4,1.0,1.4,5.0,2.0,13.2,3.8,2.0,-8.0
2014/15|2015-02-21|Hull|QPR,2014/15,2015-02-21,21/02/15,Hull,QPR,H,2.0,1.0,2.05,3.3,4.2,17.0,4.2,-1.12,2.0,0.88,50.0,0.5,24.0,-70.0,169.0,99.0,57.0,101.0,0.8316831683168316,20.0,4.9,-0.6,1.6,1.0,10.0,0.8,16.5,4.4,2.4,4.2,-0.8,1.6,0.8,5.0,0.6,16.0,4.4,2.4,0.23809523809523808,0.30303030303030304,0.48780487804878053,1.0289304191743216,0.23140071831708567,0.29451000513083636,0.47408927655207805,3.3,,,1.0,,1.0,16.0,2.05,-0.12903225806451613,1.1612903225806452,1.032258064516129,31.0,1.1935483870967742,15.0,-26.0,87.0,61.0,33.0,63.0,0.9523809523809523,15.0,3.9,-0.5,1.3,0.8,10.0,1.0,11.5,3.8,2.1,3.2,-1.0,1.6,0.6,5.0,0.8,10.2,4.0,2.4,1.0
2014/15|2015-02-21|Man City|Newcastle,2014/15,2015-02-21,21/02/15,Man City,Newcastle,H,5.0,0.0,1.3,6.0,11.0,11.0,11.0,-0.5857142857142857,1.7428571428571429,1.1571428571428573,70.0,1.0714285714285714,28.0,-40.0,215.0,175.0,58.0,139.0,1.3453237410071943,53.0,5.4,-0.5,1.9,1.4,10.0,0.9,10.9,4.2,2.0,4.6,0.0,1.2,1.2,5.0,1.0,10.6,3.4,1.6,0.09090909090909091,0.16666666666666666,0.7692307692307692,1.0268065268065267,0.08853575482406358,0.1623155505107832,0.7491486946651532,6.0,0.0,0.0,2.5714285714285716,1.0,7.0,2.0,1.3,1.855072463768116,0.7536231884057971,2.608695652173913,69.0,2.550724637681159,26.0,187.0,125.0,312.0,20.0,139.0,2.194244604316547,93.0,8.0,0.8,1.1,1.9,10.0,1.9,15.4,5.4,2.2,8.8,0.2,1.2,1.4,5.0,1.2,14.4,4.8,2.2,9.0
2014/15|2015-02-21|Sunderland|West Brom,2014/15,2015-02-21,21/02/15,Sunderland,West Brom,D,0.0,0.0,2.7,3.2,2.9,15.0,2.9,-0.5362318840579711,1.5797101449275361,1.0434782608695652,69.0,1.0144927536231885,38.0,-37.0,202.0,165.0,61.0,139.0,1.1366906474820144,40.0,5.2,-0.4,1.4,1.0,10.0,1.2,12.6,4.0,1.7,4.6,0.0,1.0,1.0,5.0,1.6,10.0,3.2,2.2,0.3448275862068966,0.3125,0.37037037037037035,1.027697956577267,0.33553398058252426,0.3040776699029126,0.36038834951456306,3.2,0.3333333333333333,0.3333333333333333,-1.1428571428571428,0.3333333333333333,7.0,16.0,2.7,-0.02857142857142857,1.1571428571428573,1.1285714285714286,70.0,1.1571428571428573,44.0,-47.0,196.0,149.0,61.0,139.0,1.0503597122302157,34.0,5.2,-0.4,1.3,0.9,10.0,0.9,10.1,3.1,2.9,5.4,-0.4,1.2,0.8,5.0,0.8,8.2,2.8,2.4,-1.0
2014/15|2015-02-21|Swansea|Man United,2014/15,2015-02-21,21/02/15,Swansea,Man United,H,2.0,1.0,4.2,3.5,2.0,4.0,2.0,0.782608695652174,1.0724637681159421,1.855072463768116,69.0,1.9275362318840579,25.0,139.0,143.0,282.0,26.0,139.0,2.079136690647482,88.0,5.2,1.0,0.7,1.7,10.0,1.9,11.4,5.1,2.0,4.8,1.0,0.8,1.8,5.0,2.0,12.6,5.0,2.0,0.5,0.2857142857142857,0.23809523809523808,1.0238095238095237,0.48837209302325585,0.27906976744186046,0.23255813953488372,3.5,0.6666666666666666,0.3333333333333333,-1.1428571428571428,0.0,7.0,10.0,4.2,0.3,1.2,1.5,70.0,1.457142857142857,40.0,-16.0,189.0,173.0,56.0,139.0,1.2158273381294964,43.0,4.4,-0.8,1.6,0.8,10.0,1.2,13.3,3.2,1.1,3.2,-1.2,1.8,0.6,5.0,1.0,12.4,2.8,1.0,-6.0
2014/15|2015-02-22|Everton|Leicester,2014/15,2015-02-22,22/02/15,Everton,Leicester,D,2.0,2.0,1.83,3.6,5.0,20.0,5.0,-1.0769230769230769,1.7692307692307692,0.6923076923076923,13.0,0.5384615384615384,5.0,-18.0,40.0,22.0,16.0,25.0,0.68,4.0,5.8,-0.7,1.4,0.7,10.0,0.7,11.1,3.2,1.6,5.8,-0.8,1.4,0.6,5.0,0.6,10.4,3.2,1.8,0.2,0.2777777777777778,0.5464480874316939,1.0242258652094718,0.19526942913035747,0.27120754045882983,0.5335230304108126,3.6,,,0.0,,1.0,12.0,1.83,0.7101449275362319,0.9710144927536232,1.681159420289855,69.0,1.9130434782608696,44.0,43.0,154.0,197.0,37.0,139.0,1.5683453237410072,58.0,4.5,-0.5,1.2,0.7,10.0,0.9,11.5,3.4,2.3,3.6,0.0,0.4,0.4,5.0,1.2,11.0,3.0,2.8,8.0
2014/15|2015-02-22|Southampton|Liverpool,2014/15,2015-02-22,22/02/15,Southampton,Liverpool,A,0.0,2.0,2.63,3.3,2.9,7.0,2.9,0.37681159420289856,1.434782608695652,1.8115942028985508,69.0,1.5507246376811594,35.0,93.0,162.0,255.0,36.0,139.0,1.7194244604316546,68.0,5.6,0.7,1.0,1.7,10.0,2.1,18.2,6.8,1.7,5.4,1.2,0.4,1.6,5.0,2.6,17.4,5.8,2.0,0.3448275862068966,0.30303030303030304,0.3802281368821293,1.028086026119329,0.335407327253053,0.29475189364662235,0.3698407791003246,3.3,0.5,0.0,-0.4,0.5,5.0,5.0,2.63,0.5294117647058824,1.0784313725490196,1.607843137254902,51.0,1.5490196078431373,29.0,18.0,123.0,141.0,34.0,101.0,1.4158415841584158,38.0,4.5,0.8,0.5,1.3,10.0,2.0,12.7,4.2,1.8,5.2,0.4,0.4,0.8,5.0,2.0,13.2,4.4,2.0,2.0
2014/15|2015-02-22|Tottenham|West Ham,2014/15,2015-02-22,22/02/15,Tottenham,West Ham,D,2.0,2.0,1.8,3.8,4.75,8.0,4.75,-0.62,1.46,0.84,50.0,0.86,25.0,-11.0,132.0,121.0,43.0,101.0,1.2277227722772277,33.0,5.7,0.0,1.0,1.0,10.0,1.1,10.9,3.7,1.5,5.4,0.2,0.8,1.0,5.0,1.2,10.4,4.0,1.2,0.21052631578947367,0.2631578947368421,0.5555555555555556,1.0292397660818713,0.20454545454545456,0.2556818181818182,0.5397727272727273,3.8,0.5,0.0,-0.2,0.5,5.0,7.0,1.8,0.6428571428571429,1.042857142857143,1.6857142857142857,70.0,1.9857142857142858,28.0,54.0,172.0,226.0,36.0,139.0,1.8201438848920863,75.0,5.9,0.8,1.3,2.1,10.0,2.2,14.6,5.5,2.6,6.4,0.6,1.4,2.0,5.0,1.8,17.0,6.0,2.8,1.0
2014/15|2015-02-28|Burnley|Swansea,2014/15,2015-02-28,28/02/15,Burnley,Swansea,A,0.0,1.0,2.63,3.3,2.9,9.0,2.9,-0.5362318840579711,1.5217391304347827,0.9855072463768116,69.0,0.9710144927536232,40.0,-15.0,190.0,175.0,56.0,140.0,1.2285714285714286,44.0,4.1,-0.6,1.5,0.9,10.0,1.5,12.9,3.5,1.0,3.2,-1.0,1.8,0.8,5.0,1.4,10.8,3.4,1.4,0.3448275862068966,0.30303030303030304,0.3802281368821293,1.028086026119329,0.335407327253053,0.29475189364662235,0.3698407791003246,3.3,,,-1.0,,1.0,18.0,2.63,-0.38461538461538464,1.3846153846153846,1.0,13.0,1.0769230769230769,10.0,-19.0,44.0,25.0,12.0,26.0,0.8461538461538461,4.0,6.0,-0.6,2.0,1.4,10.0,0.7,12.5,4.0,1.4,5.6,-1.0,2.2,1.2,5.0,0.4,11.0,4.2,1.4,-9.0
2014/15|2015-02-28|Man United|Sunderland,2014/15,2015-02-28,28/02/15,Man United,Sunderland,H,2.0,0.0,1.36,5.25,10.0,16.0,10.0,-0.6521739130434783,1.6666666666666667,1.0144927536231885,69.0,0.9420289855072463,45.0,-47.0,196.0,149.0,61.0,140.0,1.05,34.0,5.7,-0.4,1.2,0.8,10.0,0.9,10.1,2.9,2.8,6.4,-0.2,1.0,0.8,5.0,1.0,9.8,3.0,2.4,0.1,0.19047619047619047,0.7352941176470588,1.0257703081232492,0.09748771163298746,0.18569087930092845,0.7168214090660842,5.25,0.3333333333333333,0.0,0.7142857142857143,0.6666666666666666,7.0,4.0,1.36,1.2142857142857142,0.9857142857142858,2.2,70.0,2.2285714285714286,25.0,138.0,145.0,283.0,27.0,140.0,2.0642857142857145,88.0,6.0,0.6,0.9,1.5,10.0,1.6,12.1,4.8,2.0,6.2,1.0,1.0,2.0,5.0,2.0,14.2,5.6,2.4,12.0
2014/15|2015-02-28|Newcastle|Aston Villa,2014/15,2015-02-28,28/02/15,Newcastle,Aston Villa,H,1.0,0.0,1.95,3.5,4.5,19.0,4.5,-0.8285714285714286,1.7142857142857142,0.8857142857142857,70.0,0.9714285714285714,43.0,-83.0,219.0,136.0,65.0,140.0,0.9928571428571429,32.0,5.9,-1.3,1.6,0.3,10.0,0.3,10.7,2.7,1.7,8.2,-2.2,2.6,0.4,5.0,0.0,9.2,2.6,1.8,0.2222222222222222,0.2857142857142857,0.5128205128205129,1.0207570207570207,0.21770334928229665,0.2799043062200957,0.5023923444976077,3.5,0.0,0.3333333333333333,0.5714285714285714,0.6666666666666666,7.0,11.0,1.95,0.014492753623188406,1.3478260869565217,1.3623188405797102,69.0,1.6231884057971016,28.0,-45.0,220.0,175.0,59.0,140.0,1.3357142857142856,53.0,5.1,-0.7,2.0,1.3,10.0,0.9,10.7,3.9,2.0,4.4,-0.6,1.8,1.2,5.0,1.0,10.0,2.6,1.4,8.0
2014/15|2015-02-28|Stoke|Hull,2014/15,2015-02-28,28/02/15,Stoke,Hull,H,1.0,0.0,1.91,3.5,4.75,15.0,4.75,-0.6875,1.59375,0.90625,32.0,0.71875,15.0,-25.0,88.0,63.0,33.0,64.0,0.984375,16.0,4.0,-0.2,1.2,1.0,10.0,1.3,12.3,4.4,1.8,3.8,-0.6,1.6,1.0,5.0,1.4,11.0,4.8,2.4,0.21052631578947367,0.2857142857142857,0.5235602094240838,1.0198008109278431,0.20643866285802517,0.2801667567358913,0.5133945804060835,3.5,0.0,0.0,0.3333333333333333,1.0,3.0,10.0,1.91,0.18840579710144928,1.1014492753623188,1.289855072463768,69.0,1.5942028985507246,44.0,-39.0,184.0,145.0,53.0,140.0,1.2357142857142858,43.0,4.8,-0.1,1.3,1.2,10.0,1.7,11.9,3.1,1.9,4.4,0.2,1.4,1.6,5.0,2.0,12.6,4.0,2.0,5.0
