split,model,strategy,match_id,season,selection,model_probability,market_probability,estimated_edge,odds,actual_result,won,profit
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-10|Liverpool|QPR,2011/12,H,0.7751858250038318,0.7147962830593281,0.060389541944503744,1.33,H,True,0.33000000000000007
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-10|Norwich|Newcastle,2011/12,D,0.3517121102574607,0.277992277992278,0.0737198322651827,3.4,H,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-10|Swansea|Fulham,2011/12,D,0.365151565029752,0.2926064529179731,0.07254511211177889,3.25,H,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-17|Blackburn|West Brom,2011/12,A,0.37046407738636117,0.31549771029163654,0.05496636709472463,3.0,A,True,2.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-17|Everton|Norwich,2011/12,H,0.6381746207204969,0.5875440658049355,0.050630554915561454,1.62,D,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-17|Fulham|Bolton,2011/12,H,0.6391937076227778,0.5875440658049355,0.05164964181784237,1.62,H,True,0.6200000000000001
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-17|Wigan|Chelsea,2011/12,A,0.7893323546445316,0.6956875508543532,0.09364480379017837,1.36,D,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-17|Wolves|Stoke,2011/12,D,0.39943412464575706,0.29167510633988253,0.10775901830587453,3.25,A,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-18|Aston Villa|Liverpool,2011/12,A,0.5534248070880389,0.4959022086400889,0.05752259844794999,1.91,A,True,0.9099999999999999
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-18|Man City|Arsenal,2011/12,A,0.2591947715986349,0.20828316879364314,0.05091160280499177,4.5,H,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-20|Blackburn|Bolton,2011/12,A,0.3856634504589379,0.2705570291777188,0.11510642128121912,3.5,A,True,2.5
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-20|Wolves|Norwich,2011/12,D,0.37357091265399794,0.27149321266968324,0.10207769998431471,3.5,D,True,2.5
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-21|Aston Villa|Arsenal,2011/12,A,0.6967488032243894,0.5474785570898474,0.14927024613454198,1.73,A,True,0.73
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-21|Man City|Stoke,2011/12,H,0.8655869167761797,0.7784120394395433,0.08717487733663642,1.22,H,True,0.21999999999999997
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-21|Newcastle|West Brom,2011/12,D,0.32445374464118176,0.27149321266968324,0.052960531971498526,3.5,A,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-21|QPR|Sunderland,2011/12,A,0.4138585085450003,0.3306083193075258,0.08325018923747446,2.88,A,True,1.88
