season,date,home_team,away_team,full_time_home_goals,full_time_away_goals,full_time_result,half_time_home_goals,half_time_away_goals,half_time_result,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_odds,draw_odds,away_odds,source,match_date,match_id
2013/14,26/12/13,Everton,Sunderland,0,1,A,0,1,A,26,13,9,6,11,2,11,7,1,0,1,0,1.36,5.25,9.5,Football-Data.co.uk,2013-12-26,2013/14|2013-12-26|Everton|Sunderland
2013/14,26/12/13,Hull,Man United,2,3,A,2,2,D,17,13,5,4,6,5,12,14,2,2,0,1,7.0,4.2,1.55,Football-Data.co.uk,2013-12-26,2013/14|2013-12-26|Hull|Man United
2013/14,26/12/13,Man City,Liverpool,2,1,H,2,1,H,20,12,6,5,7,6,10,9,1,3,0,0,1.75,4.2,4.6,Football-Data.co.uk,2013-12-26,2013/14|2013-12-26|Man City|Liverpool
2013/14,26/12/13,Newcastle,Stoke,5,1,H,1,1,D,27,11,8,3,8,2,10,8,1,1,0,2,1.75,3.8,5.25,Football-Data.co.uk,2013-12-26,2013/14|2013-12-26|Newcastle|Stoke
2013/14,26/12/13,Norwich,Fulham,1,2,A,1,1,D,12,15,3,7,5,4,14,10,3,0,0,0,2.05,3.5,4.0,Football-Data.co.uk,2013-12-26,2013/14|2013-12-26|Norwich|Fulham
2013/14,26/12/13,Tottenham,West Brom,1,1,D,1,1,D,20,7,3,4,12,2,8,12,3,2,0,0,1.53,4.33,7.0,Football-Data.co.uk,2013-12-26,2013/14|2013-12-26|Tottenham|West Brom
2013/14,26/12/13,West Ham,Arsenal,1,3,A,0,0,D,12,29,5,8,0,10,11,6,1,1,0,0,6.5,4.0,1.62,Football-Data.co.uk,2013-12-26,2013/14|2013-12-26|West Ham|Arsenal
2013/14,28/12/13,Aston Villa,Swansea,1,1,D,1,1,D,7,17,3,3,2,8,13,9,3,2,0,0,3.0,3.3,2.55,Football-Data.co.uk,2013-12-28,2013/14|2013-12-28|Aston Villa|Swansea
2013/14,28/12/13,Cardiff,Sunderland,2,2,D,1,0,H,16,21,7,9,6,6,14,10,3,2,0,0,2.38,3.25,3.4,Football-Data.co.uk,2013-12-28,2013/14|2013-12-28|Cardiff|Sunderland
2013/14,28/12/13,Hull,Fulham,6,0,H,0,0,D,21,5,13,2,6,1,11,9,0,0,0,0,2.05,3.4,4.1,Football-Data.co.uk,2013-12-28,2013/14|2013-12-28|Hull|Fulham
2013/14,28/12/13,Man City,Crystal Palace,1,0,H,0,0,D,23,9,4,4,12,5,12,7,1,1,0,0,1.13,9.5,29.0,Football-Data.co.uk,2013-12-28,2013/14|2013-12-28|Man City|Crystal Palace
2013/14,28/12/13,Norwich,Man United,0,1,A,0,0,D,15,7,4,3,8,3,11,10,4,3,0,0,6.5,4.2,1.57,Football-Data.co.uk,2013-12-28,2013/14|2013-12-28|Norwich|Man United
2013/14,28/12/13,West Ham,West Brom,3,3,D,1,2,A,16,22,6,7,6,5,10,13,3,2,0,0,2.38,3.4,3.25,Football-Data.co.uk,2013-12-28,2013/14|2013-12-28|West Ham|West Brom
2013/14,29/12/13,Chelsea,Liverpool,2,1,H,2,1,H,11,8,5,4,4,2,17,17,4,1,0,0,2.2,3.5,3.5,Football-Data.co.uk,2013-12-29,2013/14|2013-12-29|Chelsea|Liverpool
2013/14,29/12/13,Everton,Southampton,2,1,H,1,0,H,9,12,4,2,2,3,9,14,2,4,0,0,1.83,3.7,4.75,Football-Data.co.uk,2013-12-29,2013/14|2013-12-29|Everton|Southampton
2013/14,29/12/13,Newcastle,Arsenal,0,1,A,0,0,D,11,11,3,5,4,1,10,8,0,3,0,0,4.0,3.7,2.0,Football-Data.co.uk,2013-12-29,2013/14|2013-12-29|Newcastle|Arsenal
2013/14,29/12/13,Tottenham,Stoke,3,0,H,1,0,H,20,2,7,1,6,1,6,14,2,2,0,0,1.44,4.33,8.0,Football-Data.co.uk,2013-12-29,2013/14|2013-12-29|Tottenham|Stoke
2013/14,01/01/14,Arsenal,Cardiff,2,0,H,0,0,D,28,8,6,2,12,2,6,11,1,2,0,0,1.29,6.0,13.0,Football-Data.co.uk,2014-01-01,2013/14|2014-01-01|Arsenal|Cardiff
2013/14,01/01/14,Crystal Palace,Norwich,1,1,D,1,1,D,13,8,4,5,9,4,12,10,2,1,0,1,2.38,3.3,3.3,Football-Data.co.uk,2014-01-01,2013/14|2014-01-01|Crystal Palace|Norwich
2013/14,01/01/14,Fulham,West Ham,2,1,H,1,1,D,30,11,11,3,12,4,6,5,2,1,0,1,2.5,3.3,3.1,Football-Data.co.uk,2014-01-01,2013/14|2014-01-01|Fulham|West Ham
2013/14,01/01/14,Liverpool,Hull,2,0,H,1,0,H,17,10,6,0,3,4,15,15,1,2,0,0,1.3,6.0,11.0,Football-Data.co.uk,2014-01-01,2013/14|2014-01-01|Liverpool|Hull
2013/14,01/01/14,Man United,Tottenham,1,2,A,0,1,A,16,9,6,4,13,2,7,7,2,1,0,0,1.8,3.8,4.75,Football-Data.co.uk,2014-01-01,2013/14|2014-01-01|Man United|Tottenham
2013/14,01/01/14,Southampton,Chelsea,0,3,A,0,0,D,12,11,2,5,6,8,13,10,4,1,0,0,4.0,3.5,2.05,Football-Data.co.uk,2014-01-01,2013/14|2014-01-01|Southampton|Chelsea
2013/14,01/01/14,Stoke,Everton,1,1,D,0,0,D,10,16,4,4,2,5,16,11,4,1,0,0,4.0,3.3,2.1,Football-Data.co.uk,2014-01-01,2013/14|2014-01-01|Stoke|Everton
2013/14,01/01/14,Sunderland,Aston Villa,0,1,A,0,1,A,17,13,1,5,10,2,8,11,4,3,0,0,2.15,3.4,3.75,Football-Data.co.uk,2014-01-01,2013/14|2014-01-01|Sunderland|Aston Villa
2013/14,01/01/14,Swansea,Man City,2,3,A,1,1,D,15,14,4,4,8,6,5,10,2,5,0,0,5.75,4.25,1.62,Football-Data.co.uk,2014-01-01,2013/14|2014-01-01|Swansea|Man City
2013/14,01/01/14,West Brom,Newcastle,1,0,H,0,0,D,13,9,4,3,3,4,7,15,0,0,0,1,2.6,3.4,2.88,Football-Data.co.uk,2014-01-01,2013/14|2014-01-01|West Brom|Newcastle
2013/14,11/01/14,Cardiff,West Ham,0,2,A,0,1,A,19,10,7,3,8,7,7,16,1,3,0,1,2.0,3.5,4.1,Football-Data.co.uk,2014-01-11,2013/14|2014-01-11|Cardiff|West Ham
2013/14,11/01/14,Everton,Norwich,2,0,H,1,0,H,23,12,5,3,10,5,7,14,1,2,0,0,1.4,5.0,9.0,Football-Data.co.uk,2014-01-11,2013/14|2014-01-11|Everton|Norwich
2013/14,11/01/14,Fulham,Sunderland,1,4,A,0,2,A,17,10,5,6,10,6,15,13,3,3,0,0,2.2,3.3,3.75,Football-Data.co.uk,2014-01-11,2013/14|2014-01-11|Fulham|Sunderland
2013/14,11/01/14,Hull,Chelsea,0,2,A,0,0,D,10,14,2,5,1,7,12,7,2,1,0,0,6.5,4.0,1.6,Football-Data.co.uk,2014-01-11,2013/14|2014-01-11|Hull|Chelsea
2013/14,11/01/14,Man United,Swansea,2,0,H,0,0,D,16,13,5,2,3,5,9,10,0,2,0,0,1.57,4.0,7.0,Football-Data.co.uk,2014-01-11,2013/14|2014-01-11|Man United|Swansea
2013/14,11/01/14,Southampton,West Brom,1,0,H,0,0,D,18,4,5,2,4,4,11,17,1,2,0,0,1.83,3.7,4.75,Football-Data.co.uk,2014-01-11,2013/14|2014-01-11|Southampton|West Brom
2013/14,11/01/14,Tottenham,Crystal Palace,2,0,H,0,0,D,10,14,4,2,5,11,12,12,1,2,0,0,1.36,5.0,10.0,Football-Data.co.uk,2014-01-11,2013/14|2014-01-11|Tottenham|Crystal Palace
2013/14,12/01/14,Newcastle,Man City,0,2,A,0,1,A,13,14,5,6,5,6,18,15,4,2,0,0,5.25,4.0,1.7,Football-Data.co.uk,2014-01-12,2013/14|2014-01-12|Newcastle|Man City
2013/14,12/01/14,Stoke,Liverpool,3,5,A,2,2,D,13,13,4,9,11,2,10,8,1,1,0,0,5.75,4.0,1.67,Football-Data.co.uk,2014-01-12,2013/14|2014-01-12|Stoke|Liverpool
2013/14,13/01/14,Aston Villa,Arsenal,1,2,A,0,2,A,11,8,5,4,3,5,12,9,2,2,0,0,6.0,4.2,1.62,Football-Data.co.uk,2014-01-13,2013/14|2014-01-13|Aston Villa|Arsenal
2013/14,18/01/14,Arsenal,Fulham,2,0,H,0,0,D,22,8,8,2,4,4,5,7,0,0,0,0,1.22,7.0,15.0,Football-Data.co.uk,2014-01-18,2013/14|2014-01-18|Arsenal|Fulham
2013/14,18/01/14,Crystal Palace,Stoke,1,0,H,0,0,D,12,17,6,2,4,3,9,13,0,2,0,0,2.35,3.2,3.5,Football-Data.co.uk,2014-01-18,2013/14|2014-01-18|Crystal Palace|Stoke
2013/14,18/01/14,Liverpool,Aston Villa,2,2,D,1,2,A,14,12,6,3,2,3,14,18,1,4,0,0,1.22,7.0,15.0,Football-Data.co.uk,2014-01-18,2013/14|2014-01-18|Liverpool|Aston Villa
2013/14,18/01/14,Man City,Cardiff,4,2,H,2,1,H,24,7,9,6,10,7,6,5,2,0,0,0,1.13,11.0,23.0,Football-Data.co.uk,2014-01-18,2013/14|2014-01-18|Man City|Cardiff
2013/14,18/01/14,Norwich,Hull,1,0,H,0,0,D,25,10,4,0,10,8,8,16,1,2,0,1,2.4,3.3,3.25,Football-Data.co.uk,2014-01-18,2013/14|2014-01-18|Norwich|Hull
2013/14,18/01/14,Sunderland,Southampton,2,2,D,1,2,A,10,17,5,8,4,7,8,8,2,0,0,0,3.2,3.3,2.45,Football-Data.co.uk,2014-01-18,2013/14|2014-01-18|Sunderland|Southampton
2013/14,18/01/14,West Ham,Newcastle,1,3,A,1,2,A,11,19,2,9,4,3,9,6,0,0,0,0,3.0,3.4,2.5,Football-Data.co.uk,2014-01-18,2013/14|2014-01-18|West Ham|Newcastle
2013/14,19/01/14,Chelsea,Man United,3,1,H,2,0,H,13,10,6,4,5,4,15,21,1,3,0,1,1.73,3.8,5.5,Football-Data.co.uk,2014-01-19,2013/14|2014-01-19|Chelsea|Man United
2013/14,19/01/14,Swansea,Tottenham,1,3,A,0,1,A,13,11,3,5,8,2,6,9,2,1,0,0,3.25,3.4,2.38,Football-Data.co.uk,2014-01-19,2013/14|2014-01-19|Swansea|Tottenham
2013/14,20/01/14,West Brom,Everton,1,1,D,0,1,A,14,13,6,4,4,2,16,12,3,2,0,0,3.5,3.4,2.25,Football-Data.co.uk,2014-01-20,2013/14|2014-01-20|West Brom|Everton
2013/14,28/01/14,Crystal Palace,Hull,1,0,H,1,0,H,13,13,3,4,8,3,14,8,4,0,0,1,2.5,3.2,3.2,Football-Data.co.uk,2014-01-28,2013/14|2014-01-28|Crystal Palace|Hull
2013/14,28/01/14,Liverpool,Everton,4,0,H,3,0,H,20,18,9,4,5,8,11,13,0,3,0,0,1.83,3.9,4.5,Football-Data.co.uk,2014-01-28,2013/14|2014-01-28|Liverpool|Everton
2013/14,28/01/14,Man United,Cardiff,2,0,H,1,0,H,17,7,5,1,5,5,9,9,0,1,0,0,1.25,6.5,15.0,Football-Data.co.uk,2014-01-28,2013/14|2014-01-28|Man United|Cardiff
2013/14,28/01/14,Norwich,Newcastle,0,0,D,0,0,D,9,22,2,3,7,7,13,7,1,1,1,1,2.7,3.4,2.8,Football-Data.co.uk,2014-01-28,2013/14|2014-01-28|Norwich|Newcastle
2013/14,28/01/14,Southampton,Arsenal,2,2,D,1,0,H,13,7,5,4,7,5,11,4,1,1,0,1,4.33,3.5,1.95,Football-Data.co.uk,2014-01-28,2013/14|2014-01-28|Southampton|Arsenal
2013/14,28/01/14,Swansea,Fulham,2,0,H,0,0,D,14,15,7,4,5,8,14,9,1,1,0,0,1.75,3.75,5.25,Football-Data.co.uk,2014-01-28,2013/14|2014-01-28|Swansea|Fulham
2013/14,29/01/14,Aston Villa,West Brom,4,3,H,3,3,D,10,12,6,4,3,3,15,10,1,3,0,0,2.6,3.3,3.0,Football-Data.co.uk,2014-01-29,2013/14|2014-01-29|Aston Villa|West Brom
2013/14,29/01/14,Chelsea,West Ham,0,0,D,0,0,D,39,1,9,1,13,3,12,11,1,3,0,0,1.18,8.0,19.0,Football-Data.co.uk,2014-01-29,2013/14|2014-01-29|Chelsea|West Ham
2013/14,29/01/14,Sunderland,Stoke,1,0,H,1,0,H,16,14,6,5,2,3,16,15,2,2,0,1,2.1,3.4,3.9,Football-Data.co.uk,2014-01-29,2013/14|2014-01-29|Sunderland|Stoke
2013/14,29/01/14,Tottenham,Man City,1,5,A,0,1,A,4,24,2,10,3,5,11,10,1,4,1,0,3.75,3.75,2.05,Football-Data.co.uk,2014-01-29,2013/14|2014-01-29|Tottenham|Man City
2013/14,01/02/14,Cardiff,Norwich,2,1,H,0,1,A,14,27,5,6,7,14,8,9,1,4,0,0,2.3,3.4,3.4,Football-Data.co.uk,2014-02-01,2013/14|2014-02-01|Cardiff|Norwich
2013/14,01/02/14,Everton,Aston Villa,2,1,H,0,1,A,13,4,6,1,13,1,4,18,1,0,0,0,1.53,4.33,7.0,Football-Data.co.uk,2014-02-01,2013/14|2014-02-01|Everton|Aston Villa
2013/14,01/02/14,Fulham,Southampton,0,3,A,0,0,D,8,17,4,5,4,5,10,9,0,3,0,0,3.6,3.4,2.2,Football-Data.co.uk,2014-02-01,2013/14|2014-02-01|Fulham|Southampton
2013/14,01/02/14,Hull,Tottenham,1,1,D,1,0,H,9,19,4,3,4,10,13,9,1,1,0,0,4.0,3.5,2.05,Football-Data.co.uk,2014-02-01,2013/14|2014-02-01|Hull|Tottenham
2013/14,01/02/14,Newcastle,Sunderland,0,3,A,0,2,A,28,16,10,5,7,3,18,13,2,2,0,0,1.95,3.5,4.33,Football-Data.co.uk,2014-02-01,2013/14|2014-02-01|Newcastle|Sunderland
2013/14,01/02/14,Stoke,Man United,2,1,H,1,0,H,13,19,6,4,7,10,18,7,2,2,0,0,7.0,4.0,1.57,Football-Data.co.uk,2014-02-01,2013/14|2014-02-01|Stoke|Man United
2013/14,01/02/14,West Ham,Swansea,2,0,H,2,0,H,11,20,4,0,8,11,7,7,1,0,1,0,2.9,3.4,2.6,Football-Data.co.uk,2014-02-01,2013/14|2014-02-01|West Ham|Swansea
2013/14,02/02/14,Arsenal,Crystal Palace,2,0,H,0,0,D,11,10,6,2,6,5,9,14,1,2,0,0,1.22,7.0,16.0,Football-Data.co.uk,2014-02-02,2013/14|2014-02-02|Arsenal|Crystal Palace
2013/14,02/02/14,West Brom,Liverpool,1,1,D,0,1,A,12,12,4,3,3,4,13,15,4,2,0,0,5.75,4.33,1.62,Football-Data.co.uk,2014-02-02,2013/14|2014-02-02|West Brom|Liverpool
2013/14,03/02/14,Man City,Chelsea,0,1,A,0,1,A,25,18,3,6,12,6,11,13,3,3,0,0,1.85,3.8,4.5,Football-Data.co.uk,2014-02-03,2013/14|2014-02-03|Man City|Chelsea
2013/14,08/02/14,Aston Villa,West Ham,0,2,A,0,0,D,16,10,1,2,8,10,9,8,0,2,0,0,2.1,3.5,3.8,Football-Data.co.uk,2014-02-08,2013/14|2014-02-08|Aston Villa|West Ham
2013/14,08/02/14,Chelsea,Newcastle,3,0,H,2,0,H,18,12,8,6,6,5,7,10,0,3,0,0,1.25,6.25,15.0,Football-Data.co.uk,2014-02-08,2013/14|2014-02-08|Chelsea|Newcastle
2013/14,08/02/14,Crystal Palace,West Brom,3,1,H,2,0,H,10,16,6,6,4,7,13,13,0,3,0,0,2.6,3.3,3.0,Football-Data.co.uk,2014-02-08,2013/14|2014-02-08|Crystal Palace|West Brom
2013/14,08/02/14,Liverpool,Arsenal,5,1,H,4,0,H,22,11,12,6,6,6,14,14,1,2,0,0,2.2,3.6,3.4,Football-Data.co.uk,2014-02-08,2013/14|2014-02-08|Liverpool|Arsenal
2013/14,08/02/14,Norwich,Man City,0,0,D,0,0,D,7,15,2,2,4,14,7,6,2,1,0,0,9.0,5.5,1.36,Football-Data.co.uk,2014-02-08,2013/14|2014-02-08|Norwich|Man City
2013/14,08/02/14,Southampton,Stoke,2,2,D,2,2,D,17,5,5,4,7,4,7,14,0,4,0,0,1.55,4.0,7.5,Football-Data.co.uk,2014-02-08,2013/14|2014-02-08|Southampton|Stoke
2013/14,08/02/14,Sunderland,Hull,0,2,A,0,1,A,7,25,3,9,2,6,12,16,1,3,1,0,2.15,3.4,3.8,Football-Data.co.uk,2014-02-08,2013/14|2014-02-08|Sunderland|Hull
2013/14,08/02/14,Swansea,Cardiff,3,0,H,0,0,D,17,7,6,1,5,1,7,8,1,1,0,0,1.85,3.6,4.75,Football-Data.co.uk,2014-02-08,2013/14|2014-02-08|Swansea|Cardiff
2013/14,09/02/14,Man United,Fulham,2,2,D,0,1,A,31,6,9,3,10,1,3,6,0,0,0,0,1.2,7.0,19.0,Football-Data.co.uk,2014-02-09,2013/14|2014-02-09|Man United|Fulham
2013/14,09/02/14,Tottenham,Everton,1,0,H,0,0,D,8,11,2,3,9,7,9,13,1,0,0,0,2.1,3.5,3.75,Football-Data.co.uk,2014-02-09,2013/14|2014-02-09|Tottenham|Everton
2013/14,11/02/14,Cardiff,Aston Villa,0,0,D,0,0,D,12,18,3,6,7,9,5,9,0,0,0,0,2.5,3.4,3.0,Football-Data.co.uk,2014-02-11,2013/14|2014-02-11|Cardiff|Aston Villa
2013/14,11/02/14,Hull,Southampton,0,1,A,0,0,D,12,16,4,7,2,2,6,8,0,3,0,0,3.0,3.25,2.6,Football-Data.co.uk,2014-02-11,2013/14|2014-02-11|Hull|Southampton
2013/14,11/02/14,West Brom,Chelsea,1,1,D,0,1,A,12,15,1,4,5,8,9,13,3,4,0,0,7.5,4.5,1.5,Football-Data.co.uk,2014-02-11,2013/14|2014-02-11|West Brom|Chelsea
2013/14,11/02/14,West Ham,Norwich,2,0,H,0,0,D,12,13,7,6,5,5,12,16,1,3,0,0,2.05,3.5,4.0,Football-Data.co.uk,2014-02-11,2013/14|2014-02-11|West Ham|Norwich
2013/14,12/02/14,Arsenal,Man United,0,0,D,0,0,D,17,6,5,2,5,5,10,14,1,2,0,0,2.15,3.5,3.6,Football-Data.co.uk,2014-02-12,2013/14|2014-02-12|Arsenal|Man United
2013/14,12/02/14,Fulham,Liverpool,2,3,A,1,1,D,10,21,3,7,7,5,7,9,4,3,0,0,8.0,5.25,1.4,Football-Data.co.uk,2014-02-12,2013/14|2014-02-12|Fulham|Liverpool
2013/14,12/02/14,Newcastle,Tottenham,0,4,A,0,1,A,13,15,5,8,8,6,6,11,0,0,0,0,3.3,3.5,2.3,Football-Data.co.uk,2014-02-12,2013/14|2014-02-12|Newcastle|Tottenham
2013/14,12/02/14,Stoke,Swansea,1,1,D,1,0,H,7,13,4,3,2,5,11,12,2,2,0,0,2.7,3.25,2.9,Football-Data.co.uk,2014-02-12,2013/14|2014-02-12|Stoke|Swansea
2013/14,22/02/14,Arsenal,Sunderland,4,1,H,3,0,H,12,7,9,3,7,3,10,11,0,1,0,0,1.33,5.5,11.0,Football-Data.co.uk,2014-02-22,2013/14|2014-02-22|Arsenal|Sunderland
2013/14,22/02/14,Cardiff,Hull,0,4,A,0,2,A,23,12,5,6,9,2,4,11,1,1,0,0,2.75,3.2,2.88,Football-Data.co.uk,2014-02-22,2013/14|2014-02-22|Cardiff|Hull
2013/14,22/02/14,Chelsea,Everton,1,0,H,0,0,D,25,8,8,2,8,8,15,12,1,2,0,0,1.57,4.0,7.0,Football-Data.co.uk,2014-02-22,2013/14|2014-02-22|Chelsea|Everton
2013/14,22/02/14,Crystal Palace,Man United,0,2,A,0,0,D,15,14,6,5,6,4,12,10,0,2,0,0,6.5,4.0,1.6,Football-Data.co.uk,2014-02-22,2013/14|2014-02-22|Crystal Palace|Man United
2013/14,22/02/14,Man City,Stoke,1,0,H,0,0,D,19,7,7,2,8,3,16,13,3,1,0,0,1.18,8.0,19.0,Football-Data.co.uk,2014-02-22,2013/14|2014-02-22|Man City|Stoke
2013/14,22/02/14,West Brom,Fulham,1,1,D,0,1,A,16,7,5,3,8,2,13,15,3,3,0,0,1.8,3.9,4.75,Football-Data.co.uk,2014-02-22,2013/14|2014-02-22|West Brom|Fulham
2013/14,22/02/14,West Ham,Southampton,3,1,H,2,1,H,10,25,5,5,5,11,10,8,0,1,0,0,3.2,3.4,2.4,Football-Data.co.uk,2014-02-22,2013/14|2014-02-22|West Ham|Southampton
2013/14,23/02/14,Liverpool,Swansea,4,3,H,3,2,H,21,14,10,5,3,5,9,11,1,0,0,0,1.3,5.75,12.0,Football-Data.co.uk,2014-02-23,2013/14|2014-02-23|Liverpool|Swansea
2013/14,23/02/14,Newcastle,Aston Villa,1,0,H,0,0,D,23,10,5,2,10,1,12,10,2,2,0,0,2.1,3.4,3.9,Football-Data.co.uk,2014-02-23,2013/14|2014-02-23|Newcastle|Aston Villa
2013/14,23/02/14,Norwich,Tottenham,1,0,H,0,0,D,13,9,3,2,5,3,8,15,1,3,0,0,3.8,3.5,2.1,Football-Data.co.uk,2014-02-23,2013/14|2014-02-23|Norwich|Tottenham
2013/14,01/03/14,Everton,West Ham,1,0,H,0,0,D,22,6,3,1,11,5,9,8,1,1,0,0,1.53,4.2,7.5,Football-Data.co.uk,2014-03-01,2013/14|2014-03-01|Everton|West Ham
2013/14,01/03/14,Fulham,Chelsea,1,3,A,0,0,D,7,17,3,8,5,4,14,13,2,1,0,0,8.0,4.75,1.45,Football-Data.co.uk,2014-03-01,2013/14|2014-03-01|Fulham|Chelsea
2013/14,01/03/14,Hull,Newcastle,1,4,A,0,2,A,13,17,3,7,6,3,13,10,3,2,0,0,2.45,3.2,3.3,Football-Data.co.uk,2014-03-01,2013/14|2014-03-01|Hull|Newcastle
2013/14,01/03/14,Southampton,Liverpool,0,3,A,0,1,A,13,12,2,5,3,6,10,6,1,2,0,0,3.75,3.75,2.05,Football-Data.co.uk,2014-03-01,2013/14|2014-03-01|Southampton|Liverpool
2013/14,01/03/14,Stoke,Arsenal,1,0,H,0,0,D,8,10,4,2,3,4,13,11,3,1,0,0,5.5,3.8,1.73,Football-Data.co.uk,2014-03-01,2013/14|2014-03-01|Stoke|Arsenal
2013/14,02/03/14,Aston Villa,Norwich,4,1,H,4,1,H,10,7,4,4,6,2,12,10,0,3,0,0,2.1,3.4,3.9,Football-Data.co.uk,2014-03-02,2013/14|2014-03-02|Aston Villa|Norwich
2013/14,02/03/14,Swansea,Crystal Palace,1,1,D,1,0,H,7,7,5,4,1,4,8,11,1,4,1,0,1.85,3.5,5.0,Football-Data.co.uk,2014-03-02,2013/14|2014-03-02|Swansea|Crystal Palace
2013/14,02/03/14,Tottenham,Cardiff,1,0,H,1,0,H,15,8,6,2,4,7,11,12,1,3,0,0,1.33,5.25,12.0,Football-Data.co.uk,2014-03-02,2013/14|2014-03-02|Tottenham|Cardiff
2013/14,08/03/14,Cardiff,Fulham,3,1,H,1,0,H,19,14,9,6,7,6,9,12,1,0,0,0,2.35,3.5,3.2,Football-Data.co.uk,2014-03-08,2013/14|2014-03-08|Cardiff|Fulham
2013/14,08/03/14,Chelsea,Tottenham,4,0,H,0,0,D,12,6,4,2,5,4,11,18,2,3,0,1,1.57,4.0,7.0,Football-Data.co.uk,2014-03-08,2013/14|2014-03-08|Chelsea|Tottenham
2013/14,08/03/14,Crystal Palace,Southampton,0,1,A,0,1,A,6,11,1,3,8,3,14,18,1,5,0,0,3.9,3.3,2.15,Football-Data.co.uk,2014-03-08,2013/14|2014-03-08|Crystal Palace|Southampton
2013/14,08/03/14,Norwich,Stoke,1,1,D,0,0,D,13,6,5,3,3,1,9,12,0,2,0,1,2.25,3.3,3.6,Football-Data.co.uk,2014-03-08,2013/14|2014-03-08|Norwich|Stoke
2013/14,08/03/14,West Brom,Man United,0,3,A,0,1,A,14,14,3,5,3,5,11,10,1,2,0,0,5.0,3.6,1.83,Football-Data.co.uk,2014-03-08,2013/14|2014-03-08|West Brom|Man United
2013/14,15/03/14,Aston Villa,Chelsea,1,0,H,0,0,D,13,15,4,2,4,5,14,8,4,0,0,2,7.0,4.33,1.53,Football-Data.co.uk,2014-03-15,2013/14|2014-03-15|Aston Villa|Chelsea
2013/14,15/03/14,Everton,Cardiff,2,1,H,0,0,D,19,10,6,3,10,5,10,10,1,3,0,0,1.36,5.0,11.0,Football-Data.co.uk,2014-03-15,2013/14|2014-03-15|Everton|Cardiff
2013/14,15/03/14,Fulham,Newcastle,1,0,H,0,0,D,12,12,3,3,9,7,11,6,1,0,0,0,2.9,3.4,2.6,Football-Data.co.uk,2014-03-15,2013/14|2014-03-15|Fulham|Newcastle
2013/14,15/03/14,Hull,Man City,0,2,A,0,1,A,15,8,5,3,3,4,9,14,2,2,0,1,6.5,4.33,1.57,Football-Data.co.uk,2014-03-15,2013/14|2014-03-15|Hull|Man City
2013/14,15/03/14,Southampton,Norwich,4,2,H,1,0,H,16,6,6,3,6,1,11,17,1,2,0,0,1.62,4.0,6.5,Football-Data.co.uk,2014-03-15,2013/14|2014-03-15|Southampton|Norwich
2013/14,15/03/14,Stoke,West Ham,3,1,H,1,1,D,17,8,9,2,6,4,13,13,1,1,0,0,2.25,3.3,3.6,Football-Data.co.uk,2014-03-15,2013/14|2014-03-15|Stoke|West Ham
2013/14,15/03/14,Sunderland,Crystal Palace,0,0,D,0,0,D,19,12,2,5,6,2,16,14,4,4,0,0,2.15,3.3,3.9,Football-Data.co.uk,2014-03-15,2013/14|2014-03-15|Sunderland|Crystal Palace
2013/14,15/03/14,Swansea,West Brom,1,2,A,1,0,H,15,13,4,4,4,1,7,13,1,3,0,0,1.95,3.6,4.33,Football-Data.co.uk,2014-03-15,2013/14|2014-03-15|Swansea|West Brom
2013/14,16/03/14,Man United,Liverpool,0,3,A,0,1,A,13,17,1,7,3,4,13,12,1,4,1,0,2.5,3.6,2.9,Football-Data.co.uk,2014-03-16,2013/14|2014-03-16|Man United|Liverpool
2013/14,16/03/14,Tottenham,Arsenal,0,1,A,0,1,A,17,7,2,3,5,2,18,11,5,3,0,0,3.1,3.4,2.45,Football-Data.co.uk,2014-03-16,2013/14|2014-03-16|Tottenham|Arsenal
2013/14,22/03/14,Cardiff,Liverpool,3,6,A,2,2,D,9,19,3,9,4,6,14,11,2,3,0,0,9.5,5.25,1.36,Football-Data.co.uk,2014-03-22,2013/14|2014-03-22|Cardiff|Liverpool
2013/14,22/03/14,Chelsea,Arsenal,6,0,H,4,0,H,21,12,11,5,7,1,14,8,0,1,0,1,1.85,3.6,4.75,Football-Data.co.uk,2014-03-22,2013/14|2014-03-22|Chelsea|Arsenal
2013/14,22/03/14,Everton,Swansea,3,2,H,1,1,D,9,21,6,7,5,12,9,6,0,0,0,0,1.67,3.9,6.0,Football-Data.co.uk,2014-03-22,2013/14|2014-03-22|Everton|Swansea
2013/14,22/03/14,Hull,West Brom,2,0,H,2,0,H,12,17,5,4,4,5,18,13,2,0,0,0,2.25,3.3,3.6,Football-Data.co.uk,2014-03-22,2013/14|2014-03-22|Hull|West Brom
2013/14,22/03/14,Man City,Fulham,5,0,H,1,0,H,22,6,12,0,13,2,8,15,0,3,0,1,1.17,9.0,17.0,Football-Data.co.uk,2014-03-22,2013/14|2014-03-22|Man City|Fulham
2013/14,22/03/14,Newcastle,Crystal Palace,1,0,H,0,0,D,21,8,8,1,9,5,4,8,0,1,0,0,1.85,3.6,4.75,Football-Data.co.uk,2014-03-22,2013/14|2014-03-22|Newcastle|Crystal Palace
2013/14,22/03/14,Norwich,Sunderland,2,0,H,2,0,H,14,10,8,2,8,5,16,20,2,4,0,1,2.2,3.3,3.75,Football-Data.co.uk,2014-03-22,2013/14|2014-03-22|Norwich|Sunderland
